survey,sample_id,midpoint_date_gmt,sampleTime_UTC,latitude,longitude,chlorophyll_index
North Pacific CPR,50AC-36,2002-04-11T21:05:00Z,2002-04-11T21:05:00Z,59.8894,-145.3439,2
North Pacific CPR,50AC-37,2002-04-11T21:43:00Z,2002-04-11T21:43:00Z,59.9881,-145.6045,1
North Pacific CPR,50AC-38,2002-04-11T22:21:00Z,2002-04-11T22:21:00Z,60.0512,-145.9128,1
North Pacific CPR,51AC-1,2002-05-28T17:19:00Z,2002-05-28T17:19:00Z,33.4877,-118.3708,2
North Pacific CPR,51AC-5,2002-05-28T19:48:00Z,2002-05-28T19:48:00Z,33.5946,-119.1566,1
North Pacific CPR,51AC-9,2002-05-28T22:17:00Z,2002-05-28T22:17:00Z,33.7016,-119.9433,2
North Pacific CPR,51AC-13,2002-05-29T00:57:00Z,2002-05-29T00:57:00Z,33.9317,-120.6903,6.5
North Pacific CPR,51AC-17,2002-05-29T03:45:00Z,2002-05-29T03:45:00Z,34.2565,-121.3901,6.5
North Pacific CPR,51AC-21,2002-05-29T06:26:00Z,2002-05-29T06:26:00Z,34.7179,-121.9341,1
North Pacific CPR,51AC-25,2002-05-29T09:03:00Z,2002-05-29T09:03:00Z,35.2872,-122.3556,1
North Pacific CPR,51AC-29,2002-05-29T11:39:00Z,2002-05-29T11:39:00Z,35.8566,-122.78,2
North Pacific CPR,51AC-33,2002-05-29T14:19:00Z,2002-05-29T14:19:00Z,36.4731,-123,2
North Pacific CPR,14VJ-1,2002-06-01T14:20:00Z,2002-06-01T14:20:00Z,48.928,-126.2757,2
North Pacific CPR,52AC-1,2002-06-01T16:03:00Z,2002-06-01T16:03:00Z,38.2411,-124.504,2
North Pacific CPR,14VJ-5,2002-06-01T17:30:00Z,2002-06-01T17:30:00Z,49.2179,-127.1896,1
North Pacific CPR,52AC-5,2002-06-01T20:25:00Z,2002-06-01T20:25:00Z,38.693600000000004,-125.0435,2
North Pacific CPR,14VJ-9,2002-06-01T20:41:00Z,2002-06-01T20:41:00Z,49.5078,-128.1087,1
North Pacific CPR,14VJ-13,2002-06-01T23:52:00Z,2002-06-01T23:52:00Z,49.7977,-129.0334,1
North Pacific CPR,52AC-9,2002-06-02T00:17:00Z,2002-06-02T00:17:00Z,39.3535,-125.0822,2
North Pacific CPR,14VJ-17,2002-06-02T03:02:00Z,2002-06-02T03:02:00Z,50.087,-129.964,1
North Pacific CPR,52AC-13,2002-06-02T03:34:00Z,2002-06-02T03:34:00Z,39.9825,-125.3327,2
North Pacific CPR,14VJ-21,2002-06-02T05:52:00Z,2002-06-02T05:52:00Z,50.3376,-130.9267,1
North Pacific CPR,52AC-17,2002-06-02T06:19:00Z,2002-06-02T06:19:00Z,40.6492,-125.3286,2
North Pacific CPR,14VJ-25,2002-06-02T08:42:00Z,2002-06-02T08:42:00Z,50.5882,-131.8945,1
North Pacific CPR,52AC-21,2002-06-02T09:04:00Z,2002-06-02T09:04:00Z,41.3158,-125.3245,1
North Pacific CPR,14VJ-29,2002-06-02T11:32:00Z,2002-06-02T11:32:00Z,50.8388,-132.8675,1
North Pacific CPR,52AC-25,2002-06-02T11:50:00Z,2002-06-02T11:50:00Z,41.9825,-125.3203,1
North Pacific CPR,14VJ-33,2002-06-02T14:22:00Z,2002-06-02T14:22:00Z,51.0894,-133.8458,1
North Pacific CPR,52AC-29,2002-06-02T14:35:00Z,2002-06-02T14:35:00Z,42.6491,-125.3161,2
North Pacific CPR,14VJ-37,2002-06-02T17:12:00Z,2002-06-02T17:12:00Z,51.34,-134.8294,1
North Pacific CPR,52AC-33,2002-06-02T17:20:00Z,2002-06-02T17:20:00Z,43.3158,-125.3119,2
North Pacific CPR,14VJ-41,2002-06-02T20:03:00Z,2002-06-02T20:03:00Z,51.5385,-135.8471,1
North Pacific CPR,52AC-37,2002-06-02T20:05:00Z,2002-06-02T20:05:00Z,43.9825,-125.3076,1
North Pacific CPR,52AC-41,2002-06-02T22:50:00Z,2002-06-02T22:50:00Z,44.6491,-125.3032,1
North Pacific CPR,14VJ-45,2002-06-02T22:53:00Z,2002-06-02T22:53:00Z,51.7261,-136.875,1
North Pacific CPR,14VJ-49,2002-06-03T01:43:00Z,2002-06-03T01:43:00Z,51.9136,-137.9073,1
North Pacific CPR,15VJ-3,2002-06-04T05:27:00Z,2002-06-04T05:27:00Z,52.1474,-139.2557,1
North Pacific CPR,15VJ-7,2002-06-04T08:18:00Z,2002-06-04T08:18:00Z,52.3313,-140.2995,1
North Pacific CPR,15VJ-11,2002-06-04T11:09:00Z,2002-06-04T11:09:00Z,52.5152,-141.3477,1
North Pacific CPR,15VJ-15,2002-06-04T14:00:00Z,2002-06-04T14:00:00Z,52.6991,-142.4003,1
North Pacific CPR,16VJ-1,2002-06-04T16:02:00Z,2002-06-04T16:02:00Z,53.7858,-152.4285,2
North Pacific CPR,15VJ-19,2002-06-04T16:51:00Z,2002-06-04T16:51:00Z,52.883,-143.4573,1
North Pacific CPR,16VJ-5,2002-06-04T18:54:00Z,2002-06-04T18:54:00Z,53.8789,-153.5445,2
North Pacific CPR,15VJ-23,2002-06-04T19:43:00Z,2002-06-04T19:43:00Z,53.0669,-144.5189,1
North Pacific CPR,16VJ-9,2002-06-04T21:45:00Z,2002-06-04T21:45:00Z,53.972,-154.663,2
North Pacific CPR,15VJ-27,2002-06-04T22:33:00Z,2002-06-04T22:33:00Z,53.2019,-145.6017,1
North Pacific CPR,16VJ-13,2002-06-05T00:34:00Z,2002-06-05T00:34:00Z,54.0132,-155.7974,2
North Pacific CPR,15VJ-31,2002-06-05T01:23:00Z,2002-06-05T01:23:00Z,53.2967,-146.7023,1
North Pacific CPR,16VJ-17,2002-06-05T03:21:00Z,2002-06-05T03:21:00Z,54.032,-156.9285,2
North Pacific CPR,15VJ-35,2002-06-05T04:14:00Z,2002-06-05T04:14:00Z,53.3915,-147.805,1
North Pacific CPR,16VJ-21,2002-06-05T06:10:00Z,2002-06-05T06:10:00Z,54.0507,-158.0597,2
North Pacific CPR,15VJ-39,2002-06-05T07:05:00Z,2002-06-05T07:05:00Z,53.4862,-148.9102,1
North Pacific CPR,16VJ-25,2002-06-05T08:57:00Z,2002-06-05T08:57:00Z,54.0694,-159.1908,2
North Pacific CPR,15VJ-43,2002-06-05T09:56:00Z,2002-06-05T09:56:00Z,53.581,-150.0178,1
North Pacific CPR,16VJ-29,2002-06-05T11:44:00Z,2002-06-05T11:44:00Z,54.0856,-160.3393,2
North Pacific CPR,15VJ-47,2002-06-05T12:46:00Z,2002-06-05T12:46:00Z,53.6757,-151.1279,1
North Pacific CPR,16VJ-33,2002-06-05T14:26:00Z,2002-06-05T14:26:00Z,54.0938,-161.4731,2
North Pacific CPR,16VJ-37,2002-06-05T17:10:00Z,2002-06-05T17:10:00Z,54.121,-162.6105,2
North Pacific CPR,53AC-3,2002-06-05T18:52:00Z,2002-06-05T18:52:00Z,48.5595,-125.423,6.5
North Pacific CPR,16VJ-41,2002-06-05T19:54:00Z,2002-06-05T19:54:00Z,54.2064,-163.7372,2
North Pacific CPR,53AC-7,2002-06-05T21:31:00Z,2002-06-05T21:31:00Z,48.8567,-126.3027,1
North Pacific CPR,16VJ-45,2002-06-05T22:39:00Z,2002-06-05T22:39:00Z,54.2918,-164.8663,2
North Pacific CPR,53AC-11,2002-06-06T00:09:00Z,2002-06-06T00:09:00Z,49.2336,-127.1392,1
North Pacific CPR,16VJ-49,2002-06-06T01:22:00Z,2002-06-06T01:22:00Z,54.3772,-165.9977,1
North Pacific CPR,53AC-15,2002-06-06T02:44:00Z,2002-06-06T02:44:00Z,49.6516,-127.935,1
North Pacific CPR,53AC-19,2002-06-06T05:19:00Z,2002-06-06T05:19:00Z,50.0758,-128.7306,1
North Pacific CPR,53AC-23,2002-06-06T07:54:00Z,2002-06-06T07:54:00Z,50.5,-129.5333,1
North Pacific CPR,53AC-27,2002-06-06T10:29:00Z,2002-06-06T10:29:00Z,50.9242,-130.3433,1
North Pacific CPR,53AC-31,2002-06-06T13:04:00Z,2002-06-06T13:04:00Z,51.3485,-131.1608,1
North Pacific CPR,53AC-35,2002-06-06T15:39:00Z,2002-06-06T15:39:00Z,51.8047,-131.9367,1
North Pacific CPR,53AC-39,2002-06-06T18:16:00Z,2002-06-06T18:16:00Z,52.3005,-132.6594,1
North Pacific CPR,53AC-43,2002-06-06T20:53:00Z,2002-06-06T20:53:00Z,52.7964,-133.3904,1
North Pacific CPR,54AC-1,2002-06-06T23:14:00Z,2002-06-06T23:14:00Z,53.2445,-134.0617,1
North Pacific CPR,54AC-5,2002-06-07T01:49:00Z,2002-06-07T01:49:00Z,53.7346,-134.8195,1
North Pacific CPR,54AC-9,2002-06-07T04:23:00Z,2002-06-07T04:23:00Z,54.2247,-135.5862,1
North Pacific CPR,17VJ-3,2002-06-07T04:30:00Z,2002-06-07T04:30:00Z,54.3762,-167.2601,2
North Pacific CPR,54AC-13,2002-06-07T06:57:00Z,2002-06-07T06:57:00Z,54.7148,-136.3621,1
North Pacific CPR,17VJ-7,2002-06-07T07:19:00Z,2002-06-07T07:19:00Z,54.3427,-168.4013,2
North Pacific CPR,54AC-17,2002-06-07T09:31:00Z,2002-06-07T09:31:00Z,55.205,-137.1474,1
North Pacific CPR,17VJ-11,2002-06-07T10:09:00Z,2002-06-07T10:09:00Z,54.3092,-169.5391,1
North Pacific CPR,54AC-21,2002-06-07T12:04:00Z,2002-06-07T12:04:00Z,55.6951,-137.9426,1
North Pacific CPR,17VJ-15,2002-06-07T12:57:00Z,2002-06-07T12:57:00Z,54.2756,-170.6774,1
North Pacific CPR,54AC-25,2002-06-07T14:38:00Z,2002-06-07T14:38:00Z,56.1852,-138.7478,1
North Pacific CPR,17VJ-19,2002-06-07T15:47:00Z,2002-06-07T15:47:00Z,54.2421,-171.8146,1
North Pacific CPR,54AC-29,2002-06-07T17:13:00Z,2002-06-07T17:13:00Z,56.6753,-139.5634,1
North Pacific CPR,17VJ-23,2002-06-07T18:36:00Z,2002-06-07T18:36:00Z,54.2086,-172.9509,1
North Pacific CPR,54AC-33,2002-06-07T19:47:00Z,2002-06-07T19:47:00Z,57.1654,-140.3897,1
North Pacific CPR,18VJ-1,2002-06-07T20:44:00Z,2002-06-07T20:44:00Z,53.6418,176.6847,1
North Pacific CPR,17VJ-27,2002-06-07T21:26:00Z,2002-06-07T21:26:00Z,54.1751,-174.0863,1
North Pacific CPR,54AC-37,2002-06-07T22:21:00Z,2002-06-07T22:21:00Z,57.6556,-141.2271,1
North Pacific CPR,18VJ-5,2002-06-07T23:46:00Z,2002-06-07T23:46:00Z,53.5235,175.5823,1
North Pacific CPR,17VJ-31,2002-06-08T00:14:00Z,2002-06-08T00:14:00Z,54.1415,-175.2208,1
North Pacific CPR,54AC-41,2002-06-08T00:55:00Z,2002-06-08T00:55:00Z,58.1457,-142.076,2
North Pacific CPR,18VJ-9,2002-06-08T02:49:00Z,2002-06-08T02:49:00Z,53.4052,174.4829,1
North Pacific CPR,17VJ-35,2002-06-08T03:04:00Z,2002-06-08T03:04:00Z,54.108,-176.3543,1
North Pacific CPR,18VJ-13,2002-06-08T05:52:00Z,2002-06-08T05:52:00Z,53.2869,173.3865,1
North Pacific CPR,17VJ-39,2002-06-08T05:53:00Z,2002-06-08T05:53:00Z,54.0745,-177.487,1
North Pacific CPR,17VJ-43,2002-06-08T08:43:00Z,2002-06-08T08:43:00Z,54.041,-178.6187,1
North Pacific CPR,18VJ-17,2002-06-08T08:53:00Z,2002-06-08T08:53:00Z,53.1365,172.308,1
North Pacific CPR,17VJ-47,2002-06-08T11:31:00Z,2002-06-08T11:31:00Z,54.0074,-179.7495,1
North Pacific CPR,18VJ-21,2002-06-08T11:52:00Z,2002-06-08T11:52:00Z,52.8974,171.2762,1
North Pacific CPR,18VJ-25,2002-06-08T14:52:00Z,2002-06-08T14:52:00Z,52.6584,170.2499,2
North Pacific CPR,18VJ-29,2002-06-08T17:48:00Z,2002-06-08T17:48:00Z,52.3944,169.2465,2
North Pacific CPR,18VJ-33,2002-06-08T20:42:00Z,2002-06-08T20:42:00Z,52.1223,168.2547,1
North Pacific CPR,18VJ-37,2002-06-08T23:37:00Z,2002-06-08T23:37:00Z,51.8502,167.2689,1
North Pacific CPR,18VJ-41,2002-06-09T02:32:00Z,2002-06-09T02:32:00Z,51.5781,166.2892,1
North Pacific CPR,18VJ-45,2002-06-09T05:27:00Z,2002-06-09T05:27:00Z,51.306,165.3153,1
North Pacific CPR,18VJ-49,2002-06-09T08:22:00Z,2002-06-09T08:22:00Z,51.0339,164.3472,1
North Pacific CPR,19VJ-3,2002-06-09T11:14:00Z,2002-06-09T11:14:00Z,50.7357,163.3933,1
North Pacific CPR,19VJ-7,2002-06-09T14:02:00Z,2002-06-09T14:02:00Z,50.4242,162.4676,1
North Pacific CPR,20VJ-1,2002-06-11T01:27:00Z,2002-06-11T01:27:00Z,46.5978,153.0193,1
North Pacific CPR,20VJ-5,2002-06-11T04:22:00Z,2002-06-11T04:22:00Z,46.1956,152.2509,1
North Pacific CPR,20VJ-9,2002-06-11T07:17:00Z,2002-06-11T07:17:00Z,45.7933,151.4882,2
North Pacific CPR,20VJ-13,2002-06-11T10:11:00Z,2002-06-11T10:11:00Z,45.391,150.7309,1
North Pacific CPR,20VJ-17,2002-06-11T13:06:00Z,2002-06-11T13:06:00Z,44.9895,149.9784,1
North Pacific CPR,20VJ-21,2002-06-11T15:53:00Z,2002-06-11T15:53:00Z,44.6116,149.207,1
North Pacific CPR,20VJ-25,2002-06-11T18:41:00Z,2002-06-11T18:41:00Z,44.2337,148.4407,1
North Pacific CPR,20VJ-29,2002-06-11T21:29:00Z,2002-06-11T21:29:00Z,43.8558,147.6792,2
North Pacific CPR,20VJ-33,2002-06-12T00:17:00Z,2002-06-12T00:17:00Z,43.4779,146.9227,2
North Pacific CPR,20VJ-37,2002-06-12T03:05:00Z,2002-06-12T03:05:00Z,43.1,146.1708,2
North Pacific CPR,20VJ-41,2002-06-12T05:53:00Z,2002-06-12T05:53:00Z,42.7221,145.4237,6.5
North Pacific CPR,20VJ-45,2002-06-12T08:41:00Z,2002-06-12T08:41:00Z,42.3442,144.6811,2
North Pacific CPR,20VJ-49,2002-06-12T11:29:00Z,2002-06-12T11:29:00Z,41.9663,143.943,1
North Pacific CPR,55AC-1,2002-06-16T12:03:00Z,2002-06-16T12:03:00Z,33.8065,-118.7347,1
North Pacific CPR,55AC-5,2002-06-16T14:56:00Z,2002-06-16T14:56:00Z,33.7995,-119.5317,1
North Pacific CPR,55AC-9,2002-06-16T18:01:00Z,2002-06-16T18:01:00Z,33.7702,-120.3273,2
North Pacific CPR,55AC-13,2002-06-16T22:19:00Z,2002-06-16T22:19:00Z,34.0921,-121.0276,2
North Pacific CPR,55AC-17,2002-06-17T02:37:00Z,2002-06-17T02:37:00Z,34.4248,-121.7182,2
North Pacific CPR,55AC-21,2002-06-17T07:15:00Z,2002-06-17T07:15:00Z,34.9941,-122.1382,2
North Pacific CPR,55AC-25,2002-06-17T11:54:00Z,2002-06-17T11:54:00Z,35.5635,-122.5611,1
North Pacific CPR,55AC-29,2002-06-17T16:31:00Z,2002-06-17T16:31:00Z,36.1328,-122.9871,1
North Pacific CPR,55AC-33,2002-06-21T17:14:00Z,2002-06-21T17:14:00Z,39.3629,-125.3204,1
North Pacific CPR,55AC-37,2002-06-21T19:55:00Z,2002-06-21T19:55:00Z,39.9348,-125.7637,2
North Pacific CPR,55AC-41,2002-06-21T22:35:00Z,2002-06-21T22:35:00Z,40.5067,-126.2107,2
North Pacific CPR,55AC-45,2002-06-22T01:17:00Z,2002-06-22T01:17:00Z,41.0785,-126.6615,1
North Pacific CPR,56AC-1,2002-06-23T03:26:00Z,2002-06-23T03:26:00Z,41.5427,-127.0377,1
North Pacific CPR,56AC-5,2002-06-23T05:58:00Z,2002-06-23T05:58:00Z,42.1136,-127.4981,1
North Pacific CPR,56AC-9,2002-06-23T08:31:00Z,2002-06-23T08:31:00Z,42.6845,-127.9626,1
North Pacific CPR,57AC-1,2002-06-23T10:58:00Z,2002-06-23T10:58:00Z,48.3913,-133.1709,1
North Pacific CPR,56AC-13,2002-06-23T11:04:00Z,2002-06-23T11:04:00Z,43.2554,-128.4314,1
North Pacific CPR,57AC-5,2002-06-23T13:27:00Z,2002-06-23T13:27:00Z,48.9709,-133.6213,0
North Pacific CPR,56AC-17,2002-06-23T13:36:00Z,2002-06-23T13:36:00Z,43.8262,-128.9047,1
North Pacific CPR,57AC-9,2002-06-23T16:01:00Z,2002-06-23T16:01:00Z,49.5475,-133.995,1
North Pacific CPR,56AC-21,2002-06-23T16:09:00Z,2002-06-23T16:09:00Z,44.3971,-129.3826,1
North Pacific CPR,57AC-13,2002-06-23T18:36:00Z,2002-06-23T18:36:00Z,50.0447,-134.681,1
North Pacific CPR,56AC-25,2002-06-23T18:42:00Z,2002-06-23T18:42:00Z,44.968,-129.8652,1
North Pacific CPR,57AC-17,2002-06-23T21:11:00Z,2002-06-23T21:11:00Z,50.5419,-135.3742,1
North Pacific CPR,56AC-29,2002-06-23T21:15:00Z,2002-06-23T21:15:00Z,45.5389,-130.3527,1
North Pacific CPR,57AC-21,2002-06-23T23:47:00Z,2002-06-23T23:47:00Z,51.0391,-136.0749,1
North Pacific CPR,56AC-33,2002-06-23T23:48:00Z,2002-06-23T23:48:00Z,46.1097,-130.8451,0
North Pacific CPR,56AC-37,2002-06-24T02:20:00Z,2002-06-24T02:20:00Z,46.6806,-131.3427,0
North Pacific CPR,57AC-25,2002-06-24T02:20:00Z,2002-06-24T02:20:00Z,51.5554,-136.7306,0
North Pacific CPR,57AC-29,2002-06-24T04:49:00Z,2002-06-24T04:49:00Z,52.188,-137.0703,1
North Pacific CPR,56AC-41,2002-06-24T04:53:00Z,2002-06-24T04:53:00Z,47.2515,-131.8457,1
North Pacific CPR,57AC-33,2002-06-24T07:16:00Z,2002-06-24T07:16:00Z,52.8206,-137.4149,1
North Pacific CPR,56AC-45,2002-06-24T07:33:00Z,2002-06-24T07:33:00Z,47.7982,-132.4019,1
North Pacific CPR,57AC-37,2002-06-24T09:45:00Z,2002-06-24T09:45:00Z,53.4532,-137.7646,1
North Pacific CPR,57AC-41,2002-06-24T12:19:00Z,2002-06-24T12:19:00Z,54.0316,-138.3194,1
North Pacific CPR,57AC-45,2002-06-24T14:54:00Z,2002-06-24T14:54:00Z,54.6039,-138.9043,1
North Pacific CPR,58AC-1,2002-06-24T17:45:00Z,2002-06-24T17:45:00Z,55.2395,-139.5622,0
North Pacific CPR,58AC-5,2002-06-24T20:26:00Z,2002-06-24T20:26:00Z,55.8101,-140.1701,0
North Pacific CPR,58AC-9,2002-06-24T23:08:00Z,2002-06-24T23:08:00Z,56.3806,-140.7871,0
North Pacific CPR,58AC-13,2002-06-25T01:49:00Z,2002-06-25T01:49:00Z,56.9511,-141.4135,0
North Pacific CPR,58AC-17,2002-06-25T04:30:00Z,2002-06-25T04:30:00Z,57.5217,-142.0495,0
North Pacific CPR,59AC-45,2002-07-29T18:27:00Z,2002-07-29T18:27:00Z,60.1459,-146.4531,1
North Pacific CPR,59AC-44,2002-07-29T19:09:00Z,2002-07-29T19:09:00Z,60.0667,-146.1596,1
North Pacific CPR,59AC-43,2002-07-29T19:52:00Z,2002-07-29T19:52:00Z,59.9875,-145.8666,1
North Pacific CPR,59AC-42,2002-07-29T20:34:00Z,2002-07-29T20:34:00Z,59.8939,-145.5939,1
North Pacific CPR,59AC-41,2002-07-29T21:15:00Z,2002-07-29T21:15:00Z,59.7717,-145.3688,1
North Pacific CPR,59AC-40,2002-07-29T21:56:00Z,2002-07-29T21:56:00Z,59.6495,-145.1444,1
North Pacific CPR,59AC-39,2002-07-29T22:38:00Z,2002-07-29T22:38:00Z,59.5273,-144.9209,0
North Pacific CPR,59AC-37,2002-07-30T00:00:00Z,2002-07-30T00:00:00Z,59.2829,-144.4764,0
North Pacific CPR,59AC-33,2002-07-30T02:38:00Z,2002-07-30T02:38:00Z,58.6725,-143.971,0
North Pacific CPR,59AC-29,2002-07-30T05:17:00Z,2002-07-30T05:17:00Z,58.0532,-143.5012,0
North Pacific CPR,59AC-25,2002-07-30T07:55:00Z,2002-07-30T07:55:00Z,57.4339,-143.0396,1
North Pacific CPR,59AC-21,2002-07-30T10:32:00Z,2002-07-30T10:32:00Z,56.8146,-142.5857,0
North Pacific CPR,59AC-17,2002-07-30T13:10:00Z,2002-07-30T13:10:00Z,56.1953,-142.1393,0
North Pacific CPR,59AC-13,2002-07-30T15:47:00Z,2002-07-30T15:47:00Z,55.6175,-141.5578,0
North Pacific CPR,59AC-9,2002-07-30T18:23:00Z,2002-07-30T18:23:00Z,55.0589,-140.9195,0
North Pacific CPR,59AC-5,2002-07-30T21:00:00Z,2002-07-30T21:00:00Z,54.5002,-140.2901,0
